what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411945613951
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411945620026
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411945650783
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411945667572
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411945668501
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411945698083
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946252985
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946275180
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946286694
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946286733
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946288792
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1411946288829
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946308862
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946327379
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946327746
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946327778
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946339500
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1411946342823
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946345210
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946351557
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1411946351561
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946356674
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946356714
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1411946364842
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946375617
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946375939
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946391674
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946392315
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946392353
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1411946403791
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946407952
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946408449
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946409812
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946410115
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946412481
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946412777
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946433485
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946433798
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1411946465380
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946472884
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946490692
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946496421
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946499355
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1411946529993
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946536904
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946548149
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946549796
error,log,,,"Resource is out of sync with the file system: '/motocarmaR5/protected/runtime/debug'.",1411946551190
error,log,,,"Resource is out of sync with the file system: '/motocarmaR5/protected/runtime/debug'.",1411946551581
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946554720
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1411946554776
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1411946564350
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946582586
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1411946582586
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946586814
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946612874
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1411946617874
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411946622318
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946632527
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411946632559
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411946649069
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411970755727
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970759163
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970769956
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1411970774013
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970774034
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970774053
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970774060
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970774067
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970774077
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970774085
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970774092
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970774098
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970774103
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411970780437
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411970883699
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411970889983
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970890406
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411970890447
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1411970940040
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411970957713
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971038114
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411971042867
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971047056
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971049748
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971052023
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971065016
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971070719
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971072656
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1411971079880
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971081434
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971084245
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971087430
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971092244
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971097337
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971100390
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971101667
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971103397
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971105185
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971111209
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971116521
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971119123
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971121163
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971182796
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411971184675
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411971185057
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411971185083
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971190472
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971192050
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971195184
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971199475
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971202476
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971205880
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971207790
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971211256
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971213676
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971286630
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411971291732
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411971292047
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411971292079
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971298028
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971349066
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411971353931
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971364600
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971404356
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971430634
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971447257
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971454026
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971534393
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1411971537804
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1411971556105
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971558763
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971558799
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971561433
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1411971561462
error,log,,,"Resource is out of sync with the file system: '/motocarmaR5/protected/runtime/debug'.",1411971567621
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1411971580292
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007315626
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412007320698
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1412007325748
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412007332670
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412007336705
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007353686
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007356726
error,log,,,"Resource is out of sync with the file system: '/motocarmaR5/protected/runtime/debug'.",1412007359493
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412007359501
error,log,,,"Resource is out of sync with the file system: '/motocarmaR5/protected/runtime/debug'.",1412007363881
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007366660
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1412007366731
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007370748
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1412007370777
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1412007371671
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1412007371694
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412007377686
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007379701
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007379741
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1412007381734
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007381769
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1412007381823
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007387954
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007396344
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007401629
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1412007401684
opened,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1412007403293
activated,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1412007403317
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412007424874
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412008785084
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412008787386
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412008789858
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412008811361
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412008862647
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412008862965
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1412008883836
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412008893089
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412009712004
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412009717499
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412009717927
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412009717977
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1412009732512
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412009747921
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412010676457
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1412010685502
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1412010686017
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412010735173
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010741836
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010741876
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412010764053
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010779784
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010779814
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1412010802212
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412010804798
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412010823200
closed,editor,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.DefaultTextEditor",1412010847102
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010847973
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010849061
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010850855
closed,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010852278
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010853318
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412010909456
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010962801
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412010962834
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412010997096
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412011017720
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412011017755
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412011023502
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412011044272
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412011044314
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412011190155
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412011502507
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412011520997
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412011536667
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412011536710
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1412011543218
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412011543594
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412011543632
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412011563595
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412011699403
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412011714245
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412011824028
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412011825723
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412012113763
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412012135401
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412012500217
activated,view,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui.TypeHierarchy",1412012517885
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1412012520501
closed,view,org.eclipse.dltk.ui,2.0.0.v20100909-1720,"org.eclipse.dltk.ui.TypeHierarchy",1412012520505
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412012522369
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412012844990
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412012850335
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1412012850959
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1412012850959
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1412012850959
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1412012850959
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1412012850959
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1412012850959
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1412012850959
